"","i","j","x"
"1314",4730,321,8064
"1315",4765,321,9856
"1316",4844,321,2688
"1317",4971,321,6272
"1318",5036,321,3584
"1319",5043,321,18816
"1320",5050,321,3584
"1321",5069,321,14336
"1322",5240,321,3584
"1323",5470,321,12544
"1324",5473,321,8064
"1325",5513,321,21504
"1326",5549,321,11648
"1327",5552,321,9856
"1328",5571,321,9856
"1329",5794,321,27776
"1330",5807,321,3584
"1331",5911,321,8960
"1332",5932,321,5376
"1333",5955,321,14336
"1334",5995,321,19712
"1335",6084,321,8960
"1336",6175,321,3584
"1337",6188,321,39424
"1338",6299,321,10752
"1339",6360,321,17024
"1340",6528,321,18816
"1341",6635,321,1792
"1342",6638,321,8064
"1343",6639,321,3584
"1344",6697,321,43904
"1345",6922,321,1792
"1346",7244,321,4480
"1347",7250,321,10752
"1348",7263,321,7168
"1349",7329,321,67200
"1350",7481,321,24192
"1351",7715,321,8960
"1352",7727,321,9856
"1353",7997,321,2688
"1354",7998,321,4480
"1355",8221,321,8064
"1356",8314,321,8064
"1357",8791,321,2688
"1358",8884,321,11648
"1359",8963,321,1792
"1360",9054,321,7168
"1361",9056,321,9856
"1362",9130,321,9856
"1363",9367,321,8064
"1364",9505,321,25088
"1365",9574,321,7168
"1366",9600,321,17024
"1367",9694,321,8064
"1368",10032,321,4480
"1369",10275,321,1792
"1370",10276,321,1792
"1371",10342,321,6272
"1372",10902,321,4480
"1373",10971,321,3584
"1374",11725,321,3584
"1375",11958,321,17024
"1376",12142,321,3584
"1377",12243,321,3584
"1378",12248,321,7168
"1379",12250,321,18816
"1380",12373,321,17024
"1381",13066,321,8064
"1382",13090,321,3584
"1383",13117,321,15232
"1384",13251,321,7168
"1385",13584,321,2688
"1386",14060,321,896
"1387",14255,321,28672
"1388",14464,321,5376
"1389",14473,321,5376
"1390",14575,321,6272
"1391",14736,321,7168
"1392",14813,321,4480
"1393",14859,321,3584
"1394",14862,321,3584
"1395",15027,321,11648
"1396",15259,321,7168
"1397",15354,321,32256
"1398",15355,321,5376
"1399",15357,321,7168
"1400",15389,321,2688
"1401",15400,321,6272
"1402",17273,321,2688
"1403",17365,321,19712
"1404",17739,321,2688
"1405",17741,321,2688
"1406",17744,321,2688
"1407",18030,321,1792
"1408",18475,321,5376
"1409",18684,321,6272
"1410",18715,321,13440
"1411",19280,321,6272
"1412",19740,321,8064
"1413",19755,321,1792
"1414",19784,321,5376
"1415",20004,321,2688
"1416",20837,321,3584
"1417",21154,321,10752
"1418",21259,321,2688
"1419",21934,321,13440
"1420",22009,321,8960
"1421",22012,321,2688
"1422",22014,321,10752
"1423",22078,321,8064
"1424",22087,321,3584
"1425",22092,321,3584
"1426",22414,321,4480
"1427",23261,321,3584
"1428",23262,321,9856
"1429",23263,321,3584
"1430",23354,321,1792
"1431",23356,321,1792
"1432",23503,321,17024
"1433",23701,321,10752
"1434",24509,321,2688
"1435",24865,321,23296
"1436",25757,321,8064
"1437",26209,321,1792
"1438",26282,321,8064
"1439",28284,321,2688
"1440",28685,321,7168
"1441",28906,321,7168
"1442",30807,321,39424
"1443",30973,321,5376
"1444",31166,321,2688
"1445",31893,321,6272
"1446",31899,321,19712
"1447",32613,321,5376
"1448",32953,321,3584
"1449",33347,321,8064
"1450",33352,321,3584
"1451",33434,321,4480
"1452",33438,321,2688
"1453",34120,321,4480
"1454",34217,321,4480
"1455",34930,321,5376
"1456",34932,321,1792
"1457",35378,321,4480
"1458",35798,321,6272
"1459",37952,321,3584
"1460",38599,321,6272
"1461",38600,321,2688
"1462",38814,321,16128
"1463",40019,321,6272
"1464",40194,321,4480
"1465",40406,321,4480
"1466",40843,321,1792
"1467",41510,321,3584
"1468",41527,321,3584
"1469",41799,321,4480
"1470",43462,321,2688
"1471",43471,321,2688
"1472",43475,321,2688
"1473",44195,321,5376
"1474",44312,321,3584
"1475",45476,321,3584
"1476",48404,321,2688
"1477",49145,321,12544
"1478",50139,321,8960
"1479",50278,321,2688
"1480",50533,321,6272
"1481",51184,321,3584
"1482",51504,321,1792
"1483",51572,321,4480
"1484",51689,321,3584
"1485",53511,321,4480
"1486",54935,321,13440
"1487",55649,321,2688
"1488",58790,321,3584
"1489",58935,321,8960
"1490",59192,321,3584
"1491",59195,321,3584
"1492",59649,321,5376
"1493",61228,321,4480
"1494",61260,321,4480
"1495",61413,321,4480
"1496",61829,321,5376
"1497",62182,321,3584
"1498",63004,321,4480
"1499",64297,321,4480
"1500",64299,321,4480
"1501",65752,321,1792
"1502",67198,321,1792
"1503",67360,321,11648
"1504",67363,321,3584
"1505",68801,321,2688
"1506",68913,321,4480
"1507",71310,321,1792
"1508",72057,321,2688
"1509",74404,321,1792
"1510",76119,321,4480
"1511",77969,321,5376
"1512",77972,321,5376
"1513",83262,321,2688
"1514",83272,321,2688
"1515",83280,321,2688
"1516",86979,321,3584
"1517",89811,321,896
"1518",89815,321,896
"1519",90334,321,8064
"1520",92387,321,4480
"1521",95677,321,1792
"1522",95955,321,1792
"1523",95957,321,1792
"1524",99127,321,3584
"1525",99133,321,3584
"1526",99446,321,1792
"1527",99851,321,2688
"1528",99948,321,1792
"1529",100049,321,4480
"1530",102670,321,1792
"1531",109791,321,3584
"1532",113402,321,2688
"1533",114344,321,1792
"1534",115046,321,2688
"1535",115049,321,2688
"1536",115187,321,4480
"1537",120280,321,6272
"1538",123440,321,3584
"1539",128503,321,1792
"1540",8,323,2387
"1541",14,323,9758
"1542",96,323,2457
"1543",257,323,3787
"1544",260,323,63
"1545",289,323,28
"1546",290,323,182
"1547",3,329,198230
"1548",4,329,7955
"1549",5,329,21285
"1550",8,329,73315
"1551",9,329,24080
"1552",12,329,22790
"1553",14,329,299710
"1554",18,329,156950
"1555",22,329,53535
"1556",35,329,17415
"1557",37,329,66650
"1558",38,329,19350
"1559",40,329,26015
"1560",43,329,3010
"1561",62,329,31820
"1562",63,329,10965
"1563",80,329,89870
"1564",81,329,13545
"1565",90,329,118250
"1566",92,329,140610
"1567",95,329,85570
"1568",96,329,75465
"1569",104,329,16125
"1570",120,329,8170
"1571",121,329,38700
"1572",144,329,31390
"1573",164,329,3010
"1574",189,329,14190
"1575",215,329,5160
"1576",217,329,10965
"1577",224,329,25370
"1578",257,329,116315
"1579",329,329,24080
"1580",330,329,14620
"1581",339,329,29670
"1582",355,329,35905
"1583",369,329,3870
"1584",375,329,6665
"1585",376,329,7955
"1586",422,329,43215
"1587",431,329,10105
"1588",454,329,7955
"1589",545,329,2795
"1590",596,329,12685
"1591",624,329,32680
"1592",649,329,29455
"1593",690,329,4945
"1594",1260,329,645
"1595",1311,329,4945
"1596",1331,329,5590
"1597",1346,329,1075
"1598",1522,329,5160
"1599",1617,329,1720
"1600",1632,329,2150
"1601",1672,329,21930
"1602",1841,329,40205
"1603",1989,329,6880
"1604",2024,329,5160
"1605",2228,329,27305
"1606",2256,329,1290
"1607",2334,329,9245
"1608",2428,329,8385
"1609",2581,329,4085
"1610",2848,329,4515
"1611",2908,329,4085
"1612",2925,329,5160
"1613",2969,329,22790
"1614",3126,329,2150
"1615",3330,329,7740
"1616",3754,329,26445
"1617",3756,329,3440
"1618",3830,329,5375
"1619",3846,329,16555
"1620",3853,329,12040
"1621",4301,329,3225
"1622",4499,329,1720
"1623",4775,329,1720
"1624",5480,329,2795
"1625",5513,329,5160
"1626",5709,329,1075
"1627",6328,329,3440
"1628",6697,329,10535
"1629",7228,329,4730
"1630",7329,329,16125
"1631",7501,329,1290
"1632",7730,329,12470
"1633",8218,329,6450
"1634",8447,329,860
"1635",8466,329,2795
"1636",9367,329,1935
"1637",9429,329,1075
"1638",10030,329,645
"1639",10986,329,4730
"1640",11389,329,1075
"1641",12621,329,1720
"1642",13202,329,860
"1643",14662,329,2150
"1644",15027,329,2795
"1645",17409,329,3225
"1646",22396,329,1075
"1647",24968,329,860
"1648",25766,329,645
"1649",26273,329,860
"1650",28906,329,1720
"1651",30948,329,2795
"1652",32461,329,1075
"1653",32466,329,1290
"1654",33097,329,645
"1655",33099,329,645
"1656",35049,329,430
"1657",35311,329,2365
"1658",35798,329,1505
"1659",37599,329,860
"1660",38994,329,1075
"1661",39064,329,430
"1662",39098,329,1720
"1663",39101,329,1075
"1664",39103,329,1075
"1665",42670,329,645
"1666",42672,329,645
"1667",42999,329,2795
"1668",45089,329,430
"1669",48179,329,860
"1670",48180,329,860
"1671",54935,329,3225
"1672",55541,329,860
"1673",65898,329,645
"1674",81055,329,1075
"1675",88183,329,2150
"1676",99190,329,1720
"1677",99191,329,860
"1678",106280,329,860
"1679",114885,329,1290
"1680",117832,329,645
"1681",3,330,8298
"1682",18,330,6570
"1683",92,330,5886
"1684",257,330,4869
"1685",330,330,612
"1686",2334,330,387
"1687",15028,330,72
"1688",21070,330,45
"1689",21075,330,45
"1690",3,343,62696
"1691",14,343,94792
"1692",18,343,49640
"1693",37,343,21080
"1694",60,343,2652
"1695",62,343,10064
"1696",80,343,28424
"1697",90,343,37400
"1698",91,343,1020
"1699",92,343,44472
"1700",95,343,27064
"1701",121,343,12240
"1702",130,343,19108
"1703",217,343,3468
"1704",261,343,884
"1705",329,343,7616
"1706",339,343,9384
"1707",343,343,8092
"1708",454,343,2516
"1709",462,343,680
"1710",642,343,340
"1711",649,343,9316
"1712",1279,343,5168
"1713",1294,343,680
"1714",1433,343,612
"1715",1647,343,408
"1716",1672,343,6936
"1717",1841,343,12716
"1718",3021,343,3128
"1719",3775,343,1904
"1720",3892,343,2992
"1721",5170,343,340
"1722",6777,343,1156
"1723",7481,343,1836
"1724",7597,343,680
"1725",9710,343,272
"1726",11891,343,340
"1727",12394,343,748
"1728",13117,343,1156
"1729",20867,343,952
"1730",21442,343,272
"1731",21443,343,272
"1732",21444,343,272
"1733",62777,343,408
"1734",62780,343,408
"1735",62782,343,408
"1736",62784,343,1088
"1737",74206,343,340
"1738",77900,343,272
"1739",77905,343,272
"1740",78322,343,408
"1741",1,357,6384
"1742",3,357,70072
"1743",8,357,25916
"1744",12,357,8056
"1745",14,357,105944
"1746",18,357,55480
"1747",22,357,18924
"1748",30,357,2584
"1749",35,357,6156
"1750",40,357,9196
"1751",62,357,11248
"1752",63,357,3876
"1753",80,357,31768
"1754",90,357,41800
"1755",91,357,1140
"1756",92,357,49704
"1757",96,357,26676
"1758",121,357,13680
"1759",130,357,21356
"1760",215,357,1824
"1761",257,357,41116
"1762",329,357,8512
"1763",357,357,1596
"1764",358,357,380
"1765",369,357,1368
"1766",649,357,10412
"1767",676,357,1064
"1768",839,357,5396
"1769",851,357,5396
"1770",1298,357,304
"1771",1672,357,7752
"1772",1841,357,14212
"1773",2024,357,1824
"1774",2334,357,3268
"1775",2411,357,1520
"1776",3126,357,760
"1777",3754,357,9348
"1778",3846,357,5852
"1779",5709,357,380
"1780",6385,357,912
"1781",7872,357,228
"1782",8063,357,456
"1783",8466,357,988
"1784",8566,357,532
"1785",8725,357,456
"1786",10014,357,1444
"1787",10198,357,4636
"1788",10982,357,380
"1789",10983,357,608
"1790",10986,357,1672
"1791",17853,357,228
"1792",24771,357,532
"1793",27210,357,304
"1794",28906,357,608
"1795",42670,357,228
"1796",42672,357,228
"1797",55541,357,304
"1798",60053,357,228
"1799",69506,357,228
"1800",70262,357,380
"1801",87723,357,228
"1802",40,358,605
"1803",357,358,105
"1804",358,358,25
"1805",8566,358,35
"1806",70262,358,25
"1807",3,369,61774
"1808",5,369,6633
"1809",8,369,22847
"1810",9,369,7504
"1811",12,369,7102
"1812",14,369,93398
"1813",18,369,48910
"1814",22,369,16683
"1815",35,369,5427
"1816",37,369,20770
"1817",40,369,8107
"1818",62,369,9916
"1819",63,369,3417
"1820",80,369,28006
"1821",81,369,4221
"1822",164,369,938
"1823",215,369,1608
"1824",217,369,3417
"1825",257,369,36247
"1826",290,369,1742
"1827",327,369,603
"1828",329,369,7504
"1829",330,369,4556
"1830",333,369,402
"1831",339,369,9246
"1832",355,369,11189
"1833",369,369,1206
"1834",707,369,737
"1835",1346,369,335
"1836",1444,369,1876
"1837",1617,369,536
"1838",1632,369,670
"1839",1669,369,2211
"1840",1841,369,12529
"1841",1989,369,2144
"1842",2140,369,2479
"1843",2389,369,402
"1844",3330,369,2412
"1845",3461,369,1273
"1846",4499,369,536
"1847",4594,369,1675
"1848",10023,369,1005
"1849",10198,369,4087
"1850",12621,369,536
"1851",13202,369,268
"1852",37599,369,268
"1853",41204,369,134
"1854",46258,369,536
"1855",88183,369,670
"1856",94430,369,268
"1857",106280,369,268
"1858",3,371,15674
"1859",5,371,1683
"1860",8,371,5797
"1861",14,371,23698
"1862",37,371,5270
"1863",62,371,2516
"1864",257,371,9197
"1865",290,371,442
"1866",327,371,153
"1867",329,371,1904
"1868",330,371,1156
"1869",333,371,102
"1870",2869,371,357
"1871",3846,371,1309
"1872",52242,371,34
"1873",3,404,57164
"1874",5,404,6138
"1875",14,404,86428
"1876",18,404,45260
"1877",21,404,10850
"1878",22,404,15438
"1879",40,404,7502
"1880",80,404,25916
"1881",82,404,2108
"1882",92,404,40548
"1883",95,404,24676
"1884",321,404,8308
"1885",360,404,310
"1886",375,404,1922
"1887",376,404,2294
"1888",377,404,124
"1889",378,404,8804
"1890",379,404,8804
"1891",538,404,2356
"1892",723,404,620
"1893",839,404,4402
"1894",851,404,4402
"1895",1108,404,2666
"1896",1274,404,434
"1897",1501,404,868
"1898",1647,404,372
"1899",2239,404,1426
"1900",2670,404,682
"1901",2957,404,1178
"1902",3361,404,1364
"1903",3376,404,310
"1904",5251,404,496
"1905",5549,404,806
"1906",7635,404,930
"1907",12442,404,248
"1908",14657,404,868
"1909",15113,404,248
"1910",15115,404,248
"1911",15116,404,248
"1912",18983,404,310
"1913",18988,404,310
"1914",18990,404,310
"1915",20897,404,62
"1916",30345,404,310
"1917",30348,404,310
"1918",55697,404,62
"1919",102962,404,310
"1920",115367,404,248
"1921",115370,404,248
"1922",410,410,30
"1923",413,410,39
"1924",15354,410,108
"1925",3,413,18440
"1926",14,413,27880
"1927",18,413,14600
"1928",21,413,3500
"1929",22,413,4980
"1930",30,413,680
"1931",90,413,11000
"1932",378,413,2840
"1933",379,413,2840
"1934",410,413,200
"1935",413,413,260
"1936",545,413,260
"1937",1409,413,660
"1938",1582,413,160
"1939",1587,413,2700
"1940",15354,413,720
"1941",34540,413,80
"1942",123270,413,80
"1943",123272,413,80
"1944",123275,413,80
"1945",1,416,10416
"1946",3,416,114328
"1947",8,416,42284
"1948",12,416,13144
"1949",14,416,172856
"1950",18,416,90520
"1951",19,416,18352
"1952",20,416,17236
"1953",21,416,21700
"1954",35,416,10044
"1955",58,416,8556
"1956",62,416,18352
"1957",80,416,51832
"1958",83,416,5208
"1959",92,416,81096
"1960",96,416,43524
"1961",120,416,4712
"1962",130,416,34844
"1963",144,416,18104
"1964",257,416,67084
"1965",305,416,1736
"1966",321,416,16616
"1967",355,416,20708
"1968",408,416,496
"1969",410,416,1240
"1970",413,416,1612
"1971",416,416,5456
"1972",417,416,2356
"1973",418,416,496
"1974",422,416,24924
"1975",530,416,992
"1976",609,416,11780
"1977",624,416,18848
"1978",649,416,16988
"1979",715,416,23436
"1980",1271,416,5332
"1981",1316,416,2356
"1982",1380,416,1612
"1983",1503,416,1240
"1984",1522,416,2976
"1985",1531,416,1984
"1986",1587,416,16740
"1987",1961,416,1612
"1988",2024,416,2976
"1989",2137,416,372
"1990",2139,416,372
"1991",2140,416,4588
"1992",2142,416,3224
"1993",2164,416,992
"1994",2264,416,1488
"1995",2722,416,4712
"1996",2946,416,2976
"1997",2977,416,496
"1998",3445,416,1364
"1999",3757,416,1116
"2000",3893,416,8432
"2001",6057,416,496
"2002",7740,416,744
"2003",10213,416,744
"2004",10983,416,992
"2005",11666,416,1116
"2006",12448,416,620
"2007",15354,416,4464
"2008",15833,416,248
"2009",15835,416,248
"2010",15838,416,248
"2011",22009,416,1240
"2012",23503,416,2356
"2013",24740,416,496
"2014",32422,416,372
"2015",33434,416,620
"2016",34930,416,744
"2017",35378,416,620
"2018",65484,416,744
"2019",81647,416,496
"2020",115187,416,620
"2021",127862,416,372
"2022",8,417,12617
"2023",14,417,51578
"2024",20,417,5143
"2025",82,417,1258
"2026",83,417,1554
"2027",90,417,20350
"2028",92,417,24198
"2029",96,417,12987
"2030",104,417,2775
"2031",125,417,148
"2032",130,417,10397
"2033",257,417,20017
"2034",343,417,4403
"2035",442,417,296
"2036",538,417,1406
"2037",598,417,2257
"2038",1255,417,740
"2039",1587,417,4995
"2040",1926,417,2035
"2041",1989,417,1184
"2042",3561,417,888
"2043",4156,417,1295
"2044",6385,417,444
"2045",6388,417,111
"2046",7604,417,222
"2047",9806,417,518
"2048",15414,417,777
"2049",23781,417,111
"2050",54797,417,148
"2051",60169,417,111
"2052",3,429,18440
"2053",14,429,27880
"2054",80,429,8360
"2055",90,429,11000
"2056",92,429,13080
"2057",96,429,7020
"2058",121,429,3600
"2059",231,429,1620
"2060",257,429,10820
"2061",329,429,2240
"2062",355,429,3340
"2063",422,429,4020
"2064",1113,429,100
"2065",2228,429,2540
"2066",3465,429,1660
"2067",3754,429,2460
"2068",4594,429,500
"2069",5210,429,360
"2070",5794,429,620
"2071",21390,429,40
"2072",1399,431,33
"2073",1669,431,99
"2074",52660,431,15
"2075",3,492,47022
"2076",18,492,37230
"2077",19,492,7548
"2078",20,492,7089
"2079",22,492,12699
"2080",37,492,15810
"2081",80,492,21318
"2082",92,492,33354
"2083",95,492,20298
"2084",130,492,14331
"2085",339,492,7038
"2086",355,492,8517
"2087",375,492,1581
"2088",376,492,1887
"2089",492,492,2652
"2090",598,492,3111
"2091",671,492,2550
"2092",914,492,561
"2093",1111,492,1734
"2094",1323,492,663
"2095",1841,492,9537
"2096",2140,492,1887
"2097",2726,492,918
"2098",2875,492,765
"2099",3533,492,255
"2100",3846,492,3927
"2101",5290,492,1224
"2102",5571,492,561
"2103",5597,492,255
"2104",8557,492,204
"2105",14793,492,204
"2106",29968,492,408
"2107",65005,492,459
"2108",74424,492,102
"2109",125536,492,204
"2110",3,593,86668
"2111",8,593,32054
"2112",12,593,9964
"2113",14,593,131036
"2114",18,593,68620
"2115",19,593,13912
"2116",20,593,13066
"2117",21,593,16450
"2118",22,593,23406
"2119",62,593,13912
"2120",66,593,3290
"2121",96,593,32994
"2122",121,593,16920
"2123",130,593,26414
"2124",221,593,4324
"2125",227,593,564
"2126",257,593,50854
"2127",296,593,3760
"2128",329,593,10528
"2129",338,593,658
"2130",355,593,15698
"2131",408,593,376
"2132",410,593,940
"2133",413,593,1222
"2134",416,593,4136
"2135",417,593,1786
"2136",418,593,376
"2137",431,593,4418
"2138",624,593,14288
"2139",1279,593,7144
"2140",1316,593,1786
"2141",1331,593,2444
"2142",1364,593,470
"2143",1399,593,1034
"2144",1443,593,846
"2145",1669,593,3102
"2146",1999,593,752
"2147",2239,593,2162
"2148",2969,593,9964
"2149",3187,593,1880
"2150",3754,593,11562
"2151",4987,593,658
"2152",4990,593,1692
"2153",6408,593,846
"2154",9212,593,1410
"2155",10275,593,188
"2156",10276,593,188
"2157",10298,593,188
"2158",12248,593,752
"2159",24865,593,2444
"2160",26284,593,940
"2161",27891,593,188
"2162",30940,593,188
"2163",42787,593,564
"2164",52660,593,470
"2165",63004,593,470
"2166",67360,593,1222
"2167",85720,593,470
"2168",87426,593,188
"2169",92387,593,470
"2170",119789,593,188
"2171",3,594,94044
"2172",8,594,34782
"2173",12,594,10812
"2174",14,594,142188
"2175",18,594,74460
"2176",19,594,15096
"2177",20,594,14178
"2178",21,594,17850
"2179",22,594,25398
"2180",35,594,8262
"2181",37,594,31620
"2182",58,594,7038
"2183",62,594,15096
"2184",80,594,42636
"2185",90,594,56100
"2186",92,594,66708
"2187",96,594,35802
"2188",130,594,28662
"2189",144,594,14892
"2190",257,594,55182
"2191",321,594,13668
"2192",355,594,17034
"2193",408,594,408
"2194",410,594,1020
"2195",413,594,1326
"2196",416,594,4488
"2197",417,594,1938
"2198",418,594,408
"2199",422,594,20502
"2200",649,594,13974
"2201",715,594,19278
"2202",839,594,7242
"2203",851,594,7242
"2204",1240,594,1020
"2205",1271,594,4386
"2206",1316,594,1938
"2207",1522,594,2448
"2208",1531,594,1632
"2209",1672,594,10404
"2210",1877,594,612
"2211",2024,594,2448
"2212",2137,594,306
"2213",2139,594,306
"2214",2140,594,3774
"2215",2142,594,2652
"2216",2164,594,816
"2217",2264,594,1224
"2218",2523,594,204
"2219",2722,594,3876
"2220",3332,594,8160
"2221",3445,594,1122
"2222",3754,594,12546
