Id,SourceTagName,TargetTagName,CreationDate,OwnerUserId,AutoRenameCount,LastAutoRename,Score,ApprovedByUserId,ApprovalDate
"2051","trigger","triggers","2010-10-23 11:12:56","113116","788","2012-12-07 14:11:02","4","-1","2010-10-31 21:07:25"
"2053","datasets","dataset","2010-10-23 11:14:17","113116","34","2012-11-26 05:07:49","4","-1","2010-10-31 21:07:29"
"2055","deletes","delete","2010-10-23 11:14:42","113116","4","2012-10-23 07:15:04","3","1288","2010-12-22 04:31:01"
"2056","filters","filter","2010-10-23 11:15:03","113116","145","2012-11-27 15:17:08","4","-1","2010-11-01 11:20:32"
"2057","migrations","migration","2010-10-23 11:15:34","113116","75","2012-11-20 13:46:43","4","-1","2010-10-31 21:07:39"
"2058","inserts","insert","2010-10-23 11:15:55","113116","10","2012-07-09 15:49:31","4","-1","2010-10-31 21:07:43"
"2059","eclipse-plugins","eclipse-plugin","2010-10-23 11:17:18","113116","6","2012-08-10 05:57:59","3","1288","2011-02-23 20:16:03"
"2060","downloads","download","2010-10-23 11:17:39","113116","30","2012-11-23 17:24:43","4","-1","2010-10-31 21:07:50"
"2061","trees","tree","2010-10-23 11:18:01","113116","89","2012-11-28 09:49:17","4","-1","2010-10-29 13:18:48"
"2062","streams","stream","2010-10-23 11:18:33","113116","122","2012-11-27 13:08:10","4","-1","2010-12-15 19:06:35"
"2063","dialogs","dialog","2010-10-23 11:19:11","113116","42","2012-11-16 04:17:50","4","-1","2010-10-31 21:07:58"
"2065","component","components","2010-10-23 11:20:31","113116","406","2012-12-08 23:44:38","4","-1","2010-10-31 20:19:56"
"2066","users","user","2010-10-23 11:20:58","113116","259","2012-12-07 15:22:45","4","-1","2010-10-31 20:19:46"
"2067","links","link","2010-10-23 11:21:26","113116","0","","1","",""
"2068","carriage-returns","carriage-return","2010-10-23 11:22:53","113116","2","2010-11-12 04:15:31","4","-1","2010-10-28 19:21:09"
"2069","subroutines","subroutine","2010-10-23 11:23:11","113116","11","2012-12-05 02:06:56","4","-1","2010-10-29 03:54:10"
"2070","submodules","submodule","2010-10-23 11:23:31","113116","23","2012-12-05 17:27:03","4","-1","2010-10-29 13:18:09"
"2071","lookup-table","lookup-tables","2010-10-23 11:23:58","113116","3","2011-10-11 16:30:49","4","-1","2010-10-31 21:08:09"
"2072","google-closure-compiler","google-closure","2010-10-23 17:35:23","21234","0","","1","",""
"2073","report-viewer","reportviewer","2010-10-23 22:01:29","21234","10","2012-09-14 18:49:03","4","-1","2010-10-31 13:19:46"
"2075","threadsafe","thread-safety","2010-10-24 11:12:43","21234","32","2012-11-16 11:16:20","4","-1","2010-10-28 19:59:51"
"2077","duplicate-code","code-duplication","2010-10-24 18:31:44","120163","5","2012-02-13 17:05:40","4","-1","2010-10-28 19:20:42"
"2078","transformations","transformation","2010-10-24 18:36:35","120163","21","2012-06-09 16:21:29","4","-1","2010-10-28 19:20:36"
"2081","performance-issues","performance","2010-10-25 00:34:03","54262","3","2012-09-19 17:21:13","2","1","2010-11-03 23:39:06"
"2084","dynamic-link-library","dll","2010-10-25 14:06:12","54262","1","2011-03-29 22:47:03","4","-1","2010-11-01 09:40:41"
"2085","static-library","static-libraries","2010-10-25 14:08:00","54262","30","2012-11-05 07:28:48","4","-1","2010-11-01 16:56:59"
"2088","decorators","decorator","2010-10-25 16:55:40","21234","44","2012-11-08 13:01:50","3","1288","2011-02-23 20:15:56"
"2090","sqlserver2011","sql-server-2011","2010-10-26 04:33:01","13302","2","2010-12-01 05:23:00","4","-1","2010-10-28 19:59:35"
"2091","unix-programming","unix","2010-10-26 07:37:47","166749","205","2012-11-06 22:03:00","4","-1","2011-02-10 08:03:07"
"2092","multitenancy","multi-tenant","2010-10-26 12:23:08","213269","0","","1","",""
"2093","google-guice","guice","2010-10-26 12:52:24","21234","0","","1","",""
"2096","dynamics-nav","microsoft-dynamics-crm","2010-10-26 14:11:19","225239","0","","-1","",""
"2097","state-machine","state-machines","2010-10-26 16:41:22","501","22","2012-12-04 19:58:47","4","-1","2010-11-01 16:57:04"
"2099","google-web-toolkit","gwt","2010-10-26 21:47:00","21234","84","2011-10-17 23:32:24","4","-1","2010-11-09 22:10:11"
"2100","userinput","user-input","2010-10-27 02:01:47","54262","21","2012-11-05 02:50:38","4","-1","2010-10-31 13:19:08"
"2102","android-sdk","android","2010-10-27 04:08:29","54262","1443","2012-12-03 10:07:01","4","-1","2010-11-01 12:42:59"
"2111","virtualpath","virtual-path","2010-10-27 05:09:58","54262","0","","1","",""
"2113","dnn","dotnetnuke","2010-10-27 11:05:47","21234","39","2012-12-08 18:06:52","3","419","2012-01-14 01:54:07"
"2114","link","hyperlink","2010-10-27 11:18:38","1288","1260","2012-12-08 22:27:56","0","1288","2010-10-27 11:18:38"
"2115","hyperlinks","hyperlink","2010-10-27 11:19:00","1288","58","2012-11-12 11:22:19","0","1288","2010-10-27 11:19:00"
"2117","joda","jodatime","2010-10-27 14:37:14","21234","0","","1","",""
"2118","computational-linguistics","nlp","2010-10-27 14:54:30","166749","37","2012-11-03 20:09:33","4","-1","2011-12-05 16:17:00"
"2121","xsltransform","xslt","2010-10-27 21:37:36","21234","4","2012-07-29 20:57:55","4","-1","2011-08-19 19:58:28"
"2123","coding-convention","coding-style","2010-10-28 01:35:15","54262","18","2012-07-02 19:09:04","4","-1","2011-02-10 08:02:53"
"2124","coding-standards","coding-style","2010-10-28 01:36:17","54262","19","2012-06-19 17:19:08","4","-1","2011-07-07 03:49:11"
"2126","rewriteengine","mod-rewrite","2010-10-28 07:44:14","54262","17","2012-11-06 18:02:07","4","-1","2010-10-31 21:02:09"
"2127","rewritecond","mod-rewrite","2010-10-28 07:44:49","54262","115","2012-11-29 20:13:10","4","-1","2010-10-31 21:02:10"
"2128","rewriterule","mod-rewrite","2010-10-28 07:44:59","54262","287","2012-12-08 06:49:06","4","-1","2010-10-31 21:02:11"
"2130","opengles","opengl-es","2010-10-28 15:03:37","99377","187","2012-12-08 20:02:57","2","1288","2011-02-23 20:15:29"
"2131","shell-scripting","shell","2010-10-29 00:29:13","54262","1301","2012-12-07 16:53:14","4","-1","2010-11-11 14:56:27"
"2132","shell-command","shell","2010-10-29 00:30:04","54262","10","2012-09-27 06:20:17","4","-1","2010-11-11 14:56:31"
"2133","shell-commands","shell","2010-10-29 00:30:06","54262","6","2012-04-17 15:05:56","4","-1","2010-11-11 14:56:32"
"2138","flex-sdk","flex","2010-10-29 04:57:05","54262","7","2011-07-02 00:05:31","4","-1","2011-03-11 17:18:20"
"2140","signin","login","2010-10-29 11:54:27","4918","0","","3","",""
"2142","textformatting","text-formatting","2010-10-29 13:00:39","300257","0","","2","",""
"2143","while","while-loop","2010-10-29 13:13:01","300257","531","2012-12-07 04:52:39","4","-1","2010-12-29 18:13:54"
"2145","google-adwords","google-adwords-api","2010-10-29 16:50:24","21234","0","","0","",""
"2146","commands","command","2010-10-29 17:51:04","4872","136","2012-11-29 08:09:46","4","-1","2010-11-01 16:56:13"
"2148","flashplayer","flash-player","2010-10-30 01:06:21","1288","77","2012-12-04 19:08:23","0","1288","2010-10-30 01:06:21"
"2149","wordwrap","word-wrap","2010-10-30 01:09:04","1288","63","2012-12-05 01:18:40","0","1288","2010-10-30 01:09:04"
"2150","querystring","query-string","2010-10-30 01:33:44","1288","230","2012-12-08 10:54:48","0","1288","2010-10-30 01:33:44"
"2151","mobileweb","mobile-web","2010-10-30 01:36:28","1288","42","2012-06-27 15:18:14","0","1288","2010-10-30 01:36:28"
"2152","layoutmanager","layout-manager","2010-10-30 01:39:41","1288","23","2012-11-05 19:39:37","0","1288","2010-10-30 01:39:41"
"2153","radiobutton","radio-button","2010-10-30 01:43:57","1288","214","2012-12-08 20:06:30","0","1288","2010-10-30 01:43:57"
"2154","stacktrace","stack-trace","2010-10-30 01:58:28","1288","82","2012-11-19 19:23:30","0","1288","2010-10-30 01:58:28"
"2155","dsp","signal-processing","2010-10-30 02:09:46","1288","254","2012-12-07 16:24:47","0","1288","2010-10-30 02:09:46"
"2156","lambda-expressions","lambda","2010-10-30 02:18:50","23283","223","2012-09-28 05:07:16","4","-1","2010-11-01 16:56:27"
"2159","google-analytics-api","google-analytics","2010-10-30 03:58:02","54262","0","","0","",""
"2160","youtube-api","youtube","2010-10-30 03:58:07","54262","0","","1","",""
"2161","google-docs-api","google-docs","2010-10-30 03:58:22","54262","0","","0","",""
"2162","google-search-api","google-search","2010-10-30 03:58:28","54262","0","","1","",""
"2164","paypal-api","paypal","2010-10-30 03:58:37","54262","0","","2","",""
"2165","sound-api","audio","2010-10-30 03:58:41","54262","0","","1","",""
"2166","twitter-api","twitter","2010-10-30 03:58:45","54262","0","","2","",""
"2167","facebook-sdk","facebook","2010-10-30 03:59:16","54262","122","2012-12-01 03:02:22","4","-1","2010-12-29 18:10:14"
"2168","ipad-sdk","ipad","2010-10-30 03:59:30","54262","38","2011-07-07 14:01:23","4","-1","2011-06-12 23:41:07"
"2169","itunes-sdk","itunes","2010-10-30 03:59:36","54262","0","","0","",""
"2170","mojo-sdk","mojo","2010-10-30 03:59:41","54262","0","","0","",""
"2171","openxml-sdk","openxml","2010-10-30 03:59:52","54262","0","","-1","",""
"2176","uninitialized","initialization","2010-10-30 09:15:11","54262","0","","1","",""
"2184","encrypt","encryption","2010-11-01 06:49:02","5542","155","2012-12-07 10:39:35","3","1288","2010-12-22 04:30:43"
"2187","aspnet-mvc","asp.net-mvc","2010-11-01 12:39:21","21234","96","2012-11-23 16:23:30","0","17174","2010-11-02 04:00:56"
"2188","tfidf","tf-idf","2010-11-01 15:52:55","166749","0","","0","",""
"2191","mina","apache-mina","2010-11-01 22:27:30","21234","0","","0","",""
"2195","jqueryui","jquery-ui","2010-11-03 22:40:17","1","486","2012-12-06 20:47:04","0","17174","2010-11-04 20:27:14"
"2198","xss-prevention","xss","2010-11-05 21:27:30","157882","0","","2","",""
"2201","mod-rails","passenger","2010-11-08 13:23:06","123527","0","","0","",""
"2203","pil","python-imaging-library","2010-11-09 15:52:43","194586","13","2012-12-06 18:50:10","4","-1","2012-08-25 15:22:39"
"2209","thread-pool","threadpool","2010-11-09 21:39:29","52502","0","","1","",""
"2210","ext-gwt","gxt","2010-11-09 22:11:17","95869","0","","1","",""
"2211","perfomance","performance","2010-11-09 22:54:05","5897","80","2012-11-24 10:54:56","4","-1","2010-11-13 10:08:07"
"2212","out-parameter","out-parameters","2010-11-10 05:33:01","22514","0","","0","",""
"2214","jdk7","java-7","2010-11-10 13:11:48","21234","37","2012-12-08 15:50:58","4","-1","2012-08-03 15:13:38"
"2215","scaling","scalability","2010-11-10 18:41:03","203907","0","","-1","",""
"2217","minification","minify","2010-11-11 00:21:12","22514","0","","1","",""
"2218","memoize","memoization","2010-11-11 02:30:53","38765","5","2012-10-26 02:05:58","4","-1","2012-05-16 03:24:18"
"2222","stats","statistics","2010-11-11 23:06:23","172261","58","2012-12-07 02:11:46","3","1288","2011-02-23 20:14:53"
"2223","adl","argument-dependent-lookup","2010-11-12 13:08:10","54262","5","2012-11-15 23:38:52","1","13249","2011-08-07 12:44:34"
"2225","base-convert","base-conversion","2010-11-12 14:11:11","54262","0","","0","",""
"2226","teach-my-family","teaching","2010-11-12 15:02:19","54262","0","","1","",""
"2227","modelbinder","modelbinders","2010-11-12 15:23:04","59301","0","","0","",""
"2230","todo","todos","2010-11-12 20:40:47","13313","0","","0","",""
"2232","performance-tuning","performance","2010-11-13 12:56:12","313758","439","2012-07-29 18:03:41","4","-1","2011-01-08 11:06:20"
"2233","10g","oracle10g","2010-11-13 14:23:49","21234","9","2012-10-22 17:53:40","3","419","2012-01-14 01:52:35"
"2234","mongo","mongodb","2010-11-14 10:06:02","332100","342","2012-12-07 15:27:44","4","-1","2011-08-20 09:01:31"
"2235","sqldeveloper","sql-developer","2010-11-14 14:16:00","4003","0","","1","",""
"2236","oracle-sqldeveloper","sql-developer","2010-11-14 14:16:09","4003","0","","1","",""
"2237","hints-and-tips","tips-and-tricks","2010-11-14 21:36:09","266159","0","","2","",""
"2238","tricks","tips-and-tricks","2010-11-14 21:37:17","266159","0","","2","",""
"2240","timagelist","imagelist","2010-11-15 08:50:59","35162","0","","-1","",""
"2241","ruby-on-rails-gems","rubygems","2010-11-15 12:02:59","123527","0","","1","",""
"2242","kernel-programming","kernel","2010-11-15 18:59:43","371250","0","","3","",""
"2244","docs","documentation","2010-11-16 09:54:23","91962","55","2012-11-30 17:42:43","2","1288","2011-02-23 20:14:45"
"2245","membership-provider","asp.net-membership","2010-11-16 22:37:41","12601","0","","1","",""
"2246","sqlmembershipprovider","asp.net-membership","2010-11-16 22:38:09","12601","0","","0","",""
"2250","cs","computer-science","2010-11-17 04:14:39","109749","53","2012-12-03 18:41:36","4","-1","2011-02-10 08:02:58"
"2251","url-encoding","urlencode","2010-11-17 17:14:04","19750","0","","1","",""
"2254","timeseries","time-series","2010-11-18 13:10:47","271616","44","2012-12-07 16:26:12","2","1288","2011-02-23 20:14:38"
"2255","gem","rubygems","2010-11-18 14:17:54","322020","0","","1","",""
"2257","virtual-methods","virtual-method","2010-11-18 22:59:23","2598","0","","0","",""
"2258","facebook-application","facebook","2010-11-18 23:52:32","2596","496","2012-12-03 14:11:53","2","1288","2011-02-23 20:14:29"
"2259","graph-api","facebook-graph-api","2010-11-18 23:58:00","2596","0","","0","",""
"2260","fql.multiquery","fql","2010-11-19 00:00:25","2596","0","","-1","",""
"2261","facebook-fbml","fbml","2010-11-19 00:00:46","2596","0","","0","",""
"2262","serverfbml","fbml","2010-11-19 00:00:51","2596","0","","0","",""
"2263","staticfbml","fbml","2010-11-19 00:00:56","2596","0","","0","",""
"2264","facebook-fanpage","facebook-page","2010-11-19 00:01:14","2596","0","","0","",""
"2265","facebook-java-sdk","facebook-java-api","2010-11-19 00:02:16","2596","0","","0","",""
"2266","facebook-authentication","facebook-oauth","2010-11-19 00:02:58","2596","0","","0","",""
"2267","appengine","google-app-engine","2010-11-19 03:27:01","110707","440","2012-12-09 02:19:21","4","-1","2011-01-06 21:29:31"
"2270","jquery-grid","jqgrid","2010-11-20 10:10:55","430775","0","","0","",""
"2271","collision","collision-detection","2010-11-20 13:06:31","68063","0","","2","",""
"2272","computational-geometry","geometry","2010-11-20 19:37:56","68063","0","","-1","",""
"2273","command-query-separation","cqrs","2010-11-20 19:46:29","47366","0","","0","",""
"2274","jquery-animation","jquery-animate","2010-11-21 10:48:41","13249","0","","1","1288","2012-08-08 13:06:54"
"2275","cmd.exe","cmd","2010-11-21 15:44:12","387076","0","","3","",""
"2276","mybatis","ibatis","2010-11-21 19:02:17","11236","0","","-1","",""
"2278","jquery-accordian","jquery-accordion","2010-11-22 03:55:56","254528","0","","0","",""
"2279","jquerygrid","jquery-grid","2010-11-22 03:56:51","254528","0","","0","",""
"2280","serialize","serialization","2010-11-22 04:41:19","366904","278","2012-12-07 00:08:34","4","-1","2010-12-29 18:08:00"
"2281","windowsauthentication","windows-authentication","2010-11-22 08:25:13","41956","0","","1","",""
"2282","nodejs","node.js","2010-11-22 15:58:33","313758","1353","2012-12-09 01:55:51","3","1288","2011-02-23 20:14:20"
"2283","win32api","winapi","2010-11-22 21:43:11","430775","820","2012-12-07 11:10:34","4","-1","2010-12-23 12:20:54"
"2284","portable-executable","exe","2010-11-22 21:47:32","430775","0","","0","",""
"2285","pe","exe","2010-11-22 21:47:36","430775","0","","0","",""
"2287","appstore","app-store","2010-11-22 21:52:26","430775","78","2012-12-04 19:09:39","2","1288","2012-03-26 00:24:25"
"2288","google-adsense","adsense","2010-11-23 02:07:10","430775","1","2012-06-21 04:42:16","0","1288","2012-05-14 14:23:46"
"2289","nsnotification","nsnotifications","2010-11-23 02:34:30","714","0","","0","",""
"2290","code-only","code-first","2010-11-23 04:16:50","407704","0","","4","-1","2011-05-18 15:43:58"
"2294","io-language","iolanguage","2010-11-23 13:00:17","12195","0","","0","",""
"2295","p-invoke","pinvoke","2010-11-23 14:09:20","445517","1","2012-06-22 01:47:09","4","-1","2011-09-10 00:40:07"
"2299","filepermissions","file-permissions","2010-11-24 10:14:31","366904","0","","0","",""
"2300","j2ee","java-ee","2010-11-24 19:56:47","292","920","2012-12-08 19:46:49","1","1","2011-05-15 21:26:32"
"2301","gcd","grand-central-dispatch","2010-11-25 09:18:53","224671","0","","1","",""
"2302","solution-explorer","solutionexplorer","2010-11-25 09:20:48","366904","0","","0","",""
"2303","code-audit","code-review","2010-11-25 15:27:47","262056","0","","1","",""
"2304","sxs","side-by-side","2010-11-25 23:00:31","164901","0","","0","",""
"2305","winsxs","side-by-side","2010-11-25 23:00:36","164901","0","","0","",""
"2306","sidebyside","side-by-side","2010-11-25 23:00:43","164901","0","","0","",""
"2307","ip","ip-address","2010-11-26 07:13:52","41956","0","","0","",""
"2310","umn-mapserver","mapserver","2010-11-28 17:41:29","481927","0","","0","",""
"2311","facets","facet","2010-11-28 19:58:50","466826","0","","1","",""
"2312","jquery-tmpl","jquery-templates","2010-11-29 12:15:20","13249","0","","0","",""
"2313","form-submission","form-submit","2010-11-29 20:37:28","466826","0","","3","",""
"2314","permalink","permalinks","2010-11-29 21:28:29","466826","0","","0","",""
"2316","knn","nearest-neighbor","2010-11-30 18:29:56","97160","0","","0","",""
"2317","semaphores","semaphore","2010-11-30 18:32:50","97160","0","","1","",""
"2318","distributed-cache","distributed-caching","2010-11-30 18:59:24","50776","0","","0","",""
"2319","kynetx","krl","2010-12-01 01:26:10","205930","0","","0","",""
"2320","websockets","websocket","2010-12-01 07:30:14","313758","154","2012-12-08 01:28:59","4","-1","2011-06-18 06:50:34"
"2321","java-expression-language","el","2010-12-01 13:57:43","157882","0","","0","",""
"2324","filetype","file-type","2010-12-01 17:02:43","466826","10","2012-11-27 02:14:12","0","102937","2012-01-25 18:50:18"
"2326","forxml","for-xml","2010-12-01 18:30:55","13531","1","2012-06-27 07:32:23","0","1288","2011-02-23 20:14:02"
"2329","linkedlist","linked-list","2010-12-03 03:11:54","164901","109","2012-12-08 20:08:18","4","-1","2011-07-14 14:38:54"
"2330","websiteproject","web-site-project","2010-12-03 07:54:14","41956","0","","0","13249","2011-04-16 21:54:18"
"2332","parallel-extensions","plinq","2010-12-04 01:40:42","185859","0","","0","",""
"2333","gitextensions","git-extensions","2010-12-04 15:43:05","229753","1","2012-09-27 20:39:44","0","1288","2012-02-16 14:45:00"
"2335","swf","flash","2010-12-05 22:43:33","21234","0","","0","",""
"2336","sequence-point","sequence-points","2010-12-06 02:55:18","240633","0","","0","",""
"2338","dwmapi","dwm","2010-12-06 15:03:39","366904","0","","0","",""
"2350","textprocessing","text-processing","2010-12-07 03:35:24","229753","10","2011-03-11 21:40:15","0","1288","2010-12-27 02:33:05"
"2354","rml","reportlab","2010-12-07 19:28:38","4794","0","","0","",""
"2355","learn","learning","2010-12-07 20:56:16","21234","51","2011-08-12 03:51:05","2","1288","2011-02-23 20:13:39"
"2356","aspect-oriented","aop","2010-12-07 23:14:30","21234","0","","1","",""
"2359","n2cms","n2","2010-12-08 16:38:11","243245","0","","0","",""
"2361","piglatin","pig","2010-12-08 22:50:09","352268","0","","0","",""
"2362","window-management","window-managers","2010-12-09 13:52:03","19750","0","","0","",""
"2363","javacaps","jcaps","2010-12-09 22:19:50","27657","0","","0","",""
"2365","httpservletrequest","servlets","2010-12-10 19:22:17","157882","21","2012-12-06 11:32:16","4","-1","2011-06-28 14:41:10"
"2366","httpservletresponse","servlets","2010-12-10 19:22:21","157882","14","2012-11-13 17:24:05","4","-1","2011-06-28 14:41:04"
"2368","cache-coherence","caching","2010-12-11 21:17:29","21234","0","","3","419","2012-01-14 01:52:13"
"2369","mvc3","asp.net-mvc-3","2010-12-12 00:08:09","262269","3073","2012-12-07 21:00:30","4","-1","2011-01-24 20:29:44"
"2370","mouse-picking","picking","2010-12-12 02:23:59","399317","0","","0","",""
"2371","processing.org","processing","2010-12-13 02:18:19","89766","0","","1","",""
"2372","pixelbender","pixel-bender","2010-12-13 02:22:07","89766","0","","0","",""
"2373","computer-graphics","graphics","2010-12-13 15:13:45","21234","36","2012-12-07 23:26:06","2","1288","2011-02-23 20:13:32"
"2374","pdt","eclipse-pdt","2010-12-13 19:29:15","21234","0","","3","",""
"2375","catamorphism","catamporphisms","2010-12-14 00:05:54","20713","0","","0","",""
"2376","divs","div","2010-12-14 03:36:57","463065","79","2012-12-03 21:17:30","3","1","2011-08-07 12:34:36"
"2377","jquery-datepicker","datepicker","2010-12-14 03:38:24","463065","0","","0","",""
"2378","crossplatform","cross-platform","2010-12-14 16:22:03","21234","9","2012-11-27 10:43:10","4","-1","2011-08-19 22:02:02"
"2379","gmaps","google-maps","2010-12-15 10:19:57","21234","18","2012-11-13 19:34:54","4","-1","2012-02-12 09:52:36"
"2380","single-sign-on","sso","2010-12-15 11:54:30","279627","0","","0","",""
"2381","linqtosql","linq-to-sql","2010-12-15 19:03:55","13302","70","2012-12-06 08:38:47","0","102937","2011-02-11 23:49:52"
"2386","test-driven","tdd","2010-12-16 12:01:42","21234","1","2011-03-05 12:27:41","2","1288","2011-03-02 21:02:25"
"2387","ha","high-availability","2010-12-16 15:01:28","21234","11","2012-10-06 05:46:58","0","1288","2011-03-02 21:02:15"
"2388","decryption","encryption","2010-12-16 18:55:52","5542","153","2012-12-04 11:03:51","4","-1","2011-07-15 08:10:07"
"2389","jquery-ui-datepicker","jquery-datepicker","2010-12-16 19:25:39","47281","0","","0","",""
"2390","x64","64bit","2010-12-16 23:38:32","405017","31","2012-12-08 09:28:24","4","-1","2012-10-19 10:11:22"
"2391","xhr","xmlhttprequest","2010-12-17 02:09:38","313758","65","2012-11-19 14:08:19","2","10936","2011-11-18 05:10:33"
"2393","ci","continuous-integration","2010-12-17 16:01:04","2688","118","2012-11-28 21:21:06","2","1288","2011-03-23 13:18:16"
"2395","softreference","soft-references","2010-12-17 19:08:25","13531","5","2011-12-10 21:34:51","0","13531","2010-12-17 19:23:52"
"2396","weakreference","weak-references","2010-12-17 19:09:16","13531","5","2012-11-18 09:17:53","0","13531","2010-12-17 19:22:42"
"2397","hasone","has-one","2010-12-17 22:58:51","119963","0","","0","",""
"2399","traversing","traversal","2010-12-19 18:42:12","19750","4","2012-12-01 16:04:07","0","102937","2012-10-20 07:35:58"
"2400","denali","sql-server-2011","2010-12-20 17:10:46","254528","0","","0","",""
"2401","android-2.2","froyo","2010-12-21 00:29:30","284685","0","","0","",""
"2402","phpdoctrine","doctrine","2010-12-21 21:33:26","11354","3","2012-11-08 12:55:21","4","-1","2012-06-29 22:37:16"
"2403","tortoise-hg","tortoisehg","2010-12-22 03:19:15","165495","1","2012-09-06 19:04:25","0","17174","2011-03-31 07:53:11"
"2404","heirarchy","hierarchy","2010-12-22 04:01:48","164901","25","2012-10-01 23:34:27","1","1288","2010-12-22 04:32:42"
"2405","java-applet","applet","2010-12-22 12:48:30","157882","46","2012-08-27 15:15:15","2","1288","2011-03-23 13:18:06"
"2407","crypto","cryptography","2010-12-23 12:19:51","5542","66","2012-12-07 10:31:25","2","1288","2011-02-23 20:13:18"
"2409","wcfservice","wcf","2010-12-24 13:02:27","13302","240","2012-07-23 13:24:57","4","-1","2011-04-13 18:36:46"
"2411","time-out","timeout","2010-12-25 14:38:46","13302","3","2012-09-25 18:48:58","2","1","2011-08-07 12:34:33"
"2412","interview","interview-questions","2010-12-25 21:33:19","89806","167","2012-12-06 18:14:20","1","1288","2010-12-27 02:30:41"
"2413","job-interview","interview-questions","2010-12-25 21:44:27","89806","108","2012-05-09 21:52:20","1","1288","2010-12-27 02:30:37"
"2414","code-in-interview","interview-questions","2010-12-25 22:15:33","89806","12","2012-07-21 10:24:39","1","1288","2010-12-27 02:30:35"
"2415","codecs","codec","2010-12-26 06:50:07","313758","6","2012-09-03 15:40:48","0","102937","2011-10-20 23:27:47"
"2416","mysql-query","mysql","2010-12-26 09:24:48","89806","2188","2012-12-03 01:05:31","4","-1","2011-01-22 08:06:08"
"2417","methodoverloading","method-overloading","2010-12-26 14:35:47","19750","0","","2","",""
"2420","iis-7","iis7","2010-12-27 14:22:32","2688","21","2012-11-29 15:55:18","1","17174","2011-01-05 06:30:33"
"2421","dnn5","dotnetnuke-5","2010-12-27 14:23:20","2688","11","2011-07-14 15:02:32","0","17174","2011-01-13 23:00:36"
"2426","bfs","breadth-first-search","2010-12-28 10:33:12","89806","0","","0","",""
"2427","depth-first-search","dfs","2010-12-28 10:34:27","89806","0","","0","",""
"2428","visual-build","visual-build-professional","2010-12-29 01:31:31","366904","0","","0","",""
"2429","jboss-hornetq","hornetq","2010-12-30 09:42:17","21234","0","","0","",""
"2430","programming-terms","terminology","2010-12-30 14:33:21","21234","0","","2","419","2012-01-14 01:51:22"
"2431","hexadecimal","hex","2010-12-30 16:40:03","2688","51","2012-11-29 21:14:53","4","-1","2011-07-15 08:09:56"
"2432","ps","postscript","2010-12-30 16:56:56","143495","0","","1","",""
"2433","apn","apple-push-notifications","2010-12-30 23:59:30","21234","0","","0","",""
"2434","training-courses","training","2010-12-31 14:04:29","21234","0","","0","",""
"2435","zencoding","zen-coding","2011-01-01 13:37:32","41956","0","","0","",""
"2436","self-organizing-maps","som","2011-01-02 16:03:30","97160","0","","0","",""
"2439","onetoone","one-to-one","2011-01-03 00:28:14","21234","0","","0","",""
"2440","kvo","key-value-observing","2011-01-03 03:03:01","714","59","2012-11-21 10:40:50","2","1288","2011-02-23 20:13:10"
"2441","ios4.2","ios-4.2","2011-01-03 12:05:42","41116","59","2012-08-16 18:17:35","0","17174","2011-01-05 06:30:23"
"2442","membershipprovider","asp.net-membership","2011-01-03 21:32:48","12601","17","2012-11-16 16:37:08","1","1228","2011-03-28 13:44:35"
"2443","facebook-connect","facebook","2011-01-04 04:26:06","75505","1569","2012-12-08 22:41:03","4","-1","2012-02-04 15:44:45"
"2444","facebook-graph","facebook-graph-api","2011-01-04 04:27:27","75505","0","","0","",""
"2445","oops","oop","2011-01-04 10:32:15","342852","99","2012-12-03 17:08:33","2","1288","2011-03-23 13:16:34"
"2447","jsecurity","shiro","2011-01-04 15:54:55","6369","0","","0","",""
"2450","sandboxing","sandbox","2011-01-05 13:05:57","445517","0","","0","",""
"2451","asp.net-webmethod","asmx","2011-01-06 06:02:47","76337","3","2011-08-02 04:38:55","1","1228","2011-03-28 13:44:27"
"2452","richtextformat","rtf","2011-01-06 16:31:52","166749","0","","0","1228","2011-03-28 13:44:21"
"2453","htmlagilitypack","html-agility-pack","2011-01-06 18:51:35","1288","110","2012-12-03 15:43:00","0","1288","2011-01-06 18:51:35"
"2454","fast","performance","2011-01-07 09:45:09","89806","132","2012-11-24 17:57:37","3","17174","2011-01-13 23:20:36"
"2455","parallel-programming","parallel-processing","2011-01-07 16:53:12","166749","50","2012-07-15 21:55:41","4","-1","2012-04-04 16:43:11"
"2456","apache-tomcat","tomcat","2011-01-07 19:57:45","21234","24","2012-10-02 13:23:34","4","-1","2012-01-04 21:28:36"
"2459","url-shortening","url-shortener","2011-01-08 23:07:09","21234","8","2011-08-19 07:14:12","0","17174","2011-01-13 22:59:57"
"2460","slow","performance","2011-01-08 23:08:04","21234","434","2012-12-08 18:29:51","1","17174","2011-01-13 23:20:30"
"2461","object-file","object-files","2011-01-09 08:53:49","18061","0","","0","",""
"2462","open-office","openoffice.org","2011-01-09 13:17:13","21234","0","","0","",""
"2463","mathematical","math","2011-01-09 14:34:42","21234","26","2012-08-22 21:51:24","4","-1","2011-02-10 00:12:06"
"2464","spell-checking","spellchecking","2011-01-09 14:55:29","366904","1","2011-10-18 10:36:15","0","17174","2011-01-13 22:57:53"
"2465","arithmetic","math","2011-01-09 17:15:32","313758","153","2012-11-23 02:45:09","2","1288","2011-02-23 20:13:00"
