posts_id,Body,tags,title
5010,"<p>In your opinion, what's the best technical conference for developers? What conferences have you attended, and what did you like about them/not like about them? 
I attended MS TechEd this year and learned a fair amount, but I'm interested in alternatives.<br>
<strong>Edit:</strong> I'm mostly interested in .net technologies, but I'd like to hear about other technologies' conferences and what's been good/not good about them so I know more about what to look for.</p>
",<conferences>,"Best technical learning conference for developers?"
5013,"<p>What I'm doing wrong that I get the ADMA5026E error when deployment an application with the NetworkDeployment Console? </p>",<deployment><networking><websphere><application><ibm><server>,"Error ADMA5026E for WebSphere Application Server Network Deployment"
5017,"<p>I have written an AIR Application that downloads videos and documents from a server. The videos play inside of the application, but I would like the user to be able to open the documents in their native applications.</p>

<p>I am looking for a way to prompt the user to Open / Save As on a local file stored in the Application Storage Directory. I have tried using the FileReference + URLRequest classes but this throws an exception that it needs a remote url.</p>

<p>My last resort is just copying the file to their desktop : \</p>",<flex><actionscript-3><air>,"Open local file with AIR / Flex"
5024,"<p>Does anyone know where online copies of the old <em>The Perl Journal</em> articles can be found?</p>

<p>I know they are now owned by Dr. Dobb's, just the main page for it says they are part of whatever section the subject matter is relevant too, rather than being indexed together. That said, I have never been able to find any of them online on that site.</p>

<p>I know Mark Jason Dominius has a few of his articles <a href=""http://perl.plover.com/"" rel=""nofollow"">on his site</a>, any one know of any other good places? Or even what search terms to use at Dr. Dobb's?</p>
",<perl>,"Is The Perl Journal available online?"
5025,"<p>I'm wanting extra security for a particular point in my web app. So I want to lock the database (SQL Server 2005). Any suggestions or is this even necessary with SQL Server?</p>

<p>Edit on question:</p>

<p>The query is failing silently with no errors messages logged, and does not occur inside of a transaction.</p>

<p>Final Solution:</p>

<p>I never was able to solve the problem, however what I wound up doing was switching to MySQL and using a transactional level query here. This was not the main or even a primary reason to switch. I had been having problems with SQL Server and it allowed me to have our CMS and various other tools all running on the same database. Previous we had a SQL Server and a MySQL database running to run our site. The port was a bit on the time consuming however in the long run I feel it will work much better for the site and the business.</p>
",<php><sql-server><database>,"Locking a SQL Server Database with PHP"
5027,"<P>I have a fairly simple ASP.NET 2.0 menu control using a sitemap file and security trimmings. There are only 21 menu options, but the results HTML of the menu is a whopping 14k. The site is hosted on our company's intranet and must be serverd to people worldwide on limited bandwidth, so I'd like to reduce the size of the menus.</P>
<P>What is the best way to do this? Does anybody have a good reference? I have the following constraints:</P>
<UL>
<LI>The solution cannot reference any 3rd part DLL files (getting approval would be a nightmare)</LI>
<LI>Must work with IE 6</LI></UL>
<P>CSS and JavaScript are fine, as long as they work with IE 6.</P>",<asp.net><size><menus>,"Reduce ASP.NET menu control size (without 3rd party libraries)"
5033,"<P>I am about to dip my toe into DI/IoC for the first time with part of an app we have in production. I've spent the last month or so researching DI/IoC and will most likely use the Castle Windsor Container although NInject may be an option.</P>
<P>Any of you folks out there got any advice &amp; guidance on best practices, typical pinch/pain points, gotchas, anti-patterns.</P>",<dependency-injection><inversion-of-control>,"Dependency Injection/Inversion of Control"
5043,"<p>What are the known cases where a programmer (just by programming) can become rich. </p>

<p>A programmer that started a company, I think, doesn't count except if he/she was not the CEO but the leader programmer.</p>

<p><i>This question, at first, may seems silly but its so fundamental as anyone else that you'll see in this site. In a given moment, a programmer must do the choice between crossover to a managerial role or keep programming just for the fun of it. And this choice affect everything else.</i></p>

<p>I was surprised at first not to see this very question being posted by younger visitors but it seems that, until today (20080807) everyone is only focused in technical facts. I firmly believe that a programmer must develop also ""soft"" skills and this kind of questions will be asked by newbies anyway (soon or later).</p>

<p><br/>
<b>I wonder if Joel and Jeff has addressed this topic before... and I question <a href=""http://stackoverflow.com/questions/5358/which-will-be-the-business-model-for-stackoverflow"">Which is the business model for StackOverflow?</a></b>
<br/><br/></p>

<p><b>Updates:</b></p>

<ol>
<li><a href=""http://stackoverflow.com/questions/5043/how-can-i-get-rich-just-programming#5068"">Adam</a> says that anyone that knows how to answer this question will not be answering. But that is exactly against the soul of my question. I want to keep programming, even testing and documenting mind you!, but also I want to go on vacation anytime. I want to share my wealth with my friend programmers and so.</li>
<li><a href=""http://stackoverflow.com/questions/5043/how-can-i-get-rich-just-programming#5081"">Greg</a>: I'm 35 years old and I don't think is naive to ask yourself what will be your sources of wealth. Maybe the question can be rephrased to ""What are the things I must do to keep being a well paid programmer by age 60"" but, you surely realize, that's implicit in the much more visible question that I posted. </li>
<li><a href=""http://stackoverflow.com/questions/5043/how-can-i-get-rich-just-programming#5073"">Ballon</a>: It seems like you read those books (there are three by same author for the same subject, right?) Can you tell us if you're rich? </li>
<li><a href=""http://stackoverflow.com/questions/5043/how-can-i-get-rich-just-programming#5141"">Tom</a>: That's my point. From my POV it seems like the only way to increase your paycheck is by climbing the corporate ladder, that's not being a programmer anymore. <b>Just for the record: I did just that but I miss you guys!</b> And I'm pretty sure that the formula involve to always learn as much as you can from others, that's explain pretty well why I ask. <br/><b>EDIT:</b> Bad news for you: I've been working for leader companies for twelve years and, although I like to think of myself as programmer, I'm not a formal programmer for eight years.<br/><b>EDIT, SORRY ME</b>: I'm doing it pretty well... but I'm not rich. Are your friends rich?</li>
<li><a href=""http://stackoverflow.com/questions/5043/how-can-i-get-rich-just-programming#5169"">Modesty</a>: <b>I want to very proud of my achievements</b> and for a weird reason, I prefer to be honest.</li>
<li><a href=""http://stackoverflow.com/questions/5043/how-can-i-get-rich-just-programming#5229"">Avenger</a>: I was tempted to accept your reply as the truer one but I realized that we're doing this just for fun (It's not obvious?) so let's keep it rolling. <b>Besides that I want to keep the feet on the ground :P I'm already maintaining my family but I don't have money to do flights to the International Space Station</b></li>
<li><a href=""http://stackoverflow.com/questions/5043/how-can-i-get-rich-just-programming#5314"">Ramiro</a>: Muchas gracias! That's the kind of info I think we all need to keep our morale high! </li>
<li>Well, it seems <a href=""http://stackoverflow.com/questions/5043/how-can-i-get-rich-just-programming#5777"">David</a> has the right answer.</li>
<li><a href=""http://stackoverflow.com/questions/5043/how-can-i-get-rich-just-programming#5073"">Ballon</a>: I was an enterprenuer (that means I run a startup before the word was used as it's used today) and started my own business at age 21. We grew very rapidly. Almost as fast as we broke :P
<li><a href=""http://stackoverflow.com/questions/5043/how-can-i-get-rich-just-programming#5476"">Grom</a>: <b>Its not about to accumulate wealth. It's about to keep being a programmer (not a very good one in my case) but enjoying luxuries like flights to the International Space Station, your own Basketball team, your own archeological team, your own country, or whatever your can dream of.</b></li>
</ol>
",<culture><programmers>,"How can I get rich just programming"
5061,"<p>Does anyone ever found/used an ASP.NET application similar to Joomla?<br>
I need to set up a quick and dirty CMS on a Windows Server and our client doesn't want us to use something else than ASP.NET.<br>
Thanks!</p>",<asp.net><cms><joomla>,"ASP.NET version of Joomla"
5071,"<p>I've played with CVS a little bit and am not the most familiar with all of its capabilities, but a huge annoyance for me is trying to add new directories that contain more directories in them. Running ""<code>cvs add</code>"" only adds the contents of the current directory, and using ""<code>cvs import</code>"" didn't look like the right thing either since it's still all code I'm producing (this howto claimed import is for <a href=""http://www.thathost.com/wincvs-howto/cvsdoc/cvs_16.html#SEC136"" rel=""nofollow"">3rd party sources</a>)</p>

<p>Do you guys know any way to recursively add everything in a given directory to the current CVS project (or if SVN or git makes this notably easier)?</p>",<cvs>,"How to add CVS directories recursively"
5075,"<p>Char's are great because they are fixed size and thus make for a faster table. They are however limited to 255 characters. I want to hold 500 characters but a blob is variable length and that's not what I want.</p>

<p>Is there some way to have a fixed length field of 500 characters in MySQL or am I going to have to use 2 char fields?</p>",<mysql><database>,"Bigger than a char but smaller than a blob"
5078,"<p>I'd like to set up a cheap Linux box as a web server to host a variety of web technologies (PHP &amp; Java EE come to mind, but I'd like to experiment with Ruby or Python in the future as well). </p>

<p>I'm fairly versed in setting up Tomcat to run on Linux for serving up Java EE applications, but I'd like to be able to open this server up, even just so I can create some tools I can use while I am working in the office. All the experience I've had with configuring Java EE sites has all been for intranet applications where we were told not to focus on securing the pages for external users. </p>

<p>What is your advice on setting up a personal Linux web server in a secure enough way to open it up for external traffic?</p>",<java><php><linux><security><server>,"Personal Linux web server"
5084,"<p>Just ran into this weird problem with a user using Mac OS X. This user always had a failed upload. The form uses a regular ""input type=file"". The user could upload using any browser except Firefox 3 on his Mac. Only this particular user was seeing this error.</p>

<p>Obviously, the problem is only with this one particular user.</p>",<mac><firefox><upload>,"Upload form does not work in Firefox 3 with Mac OS X"
5087,"<p>My company is in the process of starting down the Grails path. The reason for that is that the current developers are heavy on Java but felt the need for a MVC-style language for some future web development projects. Personally, I'm coming from the design/usability world, but as I take more ""front-end"" responsibilities I'm starting to feel the need for learning a language more intensively so I can code some logic but especially the front-end code for my UIs and stuff.</p>

<p>I've been trying to get into Python/Django personally, but just never invested too much time on it. Now that my company is ""jumping"" into Grails I bought the ""Agile Web Development with Rails (3rd Ed - Beta)"" and I'm starting to get into RoR. I'd still like to learn Python in the future or on the side, but my biggest question is: </p>

<ul>
<li>Should I be learning RoR, and have a more versatile language in my ""portfolio"", knowing that my RoR knowledge will be useful for my Grails needs as well??</li>
</ul>

<p>-OR-</p>

<ul>
<li>Should I just skip RoR and focus on learning Grails that I'll be needing for work soon, and work on learning RoR/Django (Ruby/Python) later?</li>
</ul>

<p>Basically the question revolves around the usefulness of Grails in a non-corporate setting and the similarities between Rails and Grails. (and this, while trying to avoid the centennial discussion of Python vs Ruby (on Rails) :) hehe)</p>

<p>Thanks in advance folks! :)</p>",<python><ruby-on-rails><ruby><django><grails><groovy>,"Learning Ruby on Rails any good for Grails?"
5100,"<p>Can anybody recommend some good portable apps for development?  I'd prefer not to deal with U3, but what I'm hoping for is an IDE/editor with code completion and syntax highlighting.</p>

<p>Edit:</p>

<ul>
<li>Notepad++ appears to have completion and some other awesome features. I think I'm going to give that a shot. </li>
</ul>

<p>Thanks, Greg!</p>",<development><software-tools>,"Portable Apps for Development?"
5102,"<p>I tried to follow a couple of googled up tutorials on setting up mod_python, but failed every time. Do you have a good, step-by step, rock-solid howto?</p>

<p>My dev box is OS X, production - Centos.</p>",<python><apache>,"How do you set up Python scripts to work in Apache 2.0?"
5118,"<p>I'm working on a website which will switch to a new style on a set date. The site's built in semantic HTML and CSS, so the change should just require a CSS reference change. I'm working with a designer who will need to be able to see how it's looking, as well as a client who will need to be able to review content updates in the current look as well as design progress on the new look.</p>

<p>I'm planning to use a magic querystring value and / or a javascript link in the footer which writes out a cookie to select the new CSS page. We're working in ASP.NET 3.5. Any recommendations?</p>

<p>I should mention that we're using IE Conditional Comments for IE8,7,and 6 support. I may create a function that does a replacement:</p>

<pre><code>&lt;link href=""Style/&lt;% GetCssRoot() %&gt;.css"" rel=""stylesheet"" type=""text/css"" /&gt;<br>&lt;!--[if lte IE 8]&gt;<br>    &lt;link type=""text/css"" href=""Style/&lt;% GetCssRoot() %&gt;-ie8.css"" rel=""stylesheet"" /&gt;<br>&lt;![endif]--&gt;<br>&lt;!--[if lte IE 7]&gt;<br>    &lt;link type=""text/css"" href=""Style/&lt;% GetCssRoot() %&gt;-ie7.css"" rel=""stylesheet"" /&gt;<br>&lt;![endif]--&gt;<br>&lt;!--[if lte IE 6]&gt;<br>    &lt;link type=""text/css"" href=""Style/&lt;% GetCssRoot() %&gt;-ie6.css"" rel=""stylesheet"" /&gt;<br>&lt;![endif]--&gt;<br></code></pre>",<asp.net><javascript><css>,"How to set up a CSS switcher in ASP.NET"
5134,"<p>What is the best approach to write <strong>hooks</strong> for <strong>Subversion</strong> in <strong>Windows</strong>? As far as I know, only executable files can be used. So what is the best choice? </p>

<ul>
<li>Plain batch files (very limited but perhaps OK for very simple solutions)</li>
<li>Dedicated compiled executable applications (sledgehammer to crack a nutshell?)</li>
<li>Some other hybrid choice (like a batch file running a Powershell script)</li>
</ul>
",<svn><hook>,"Best strategy to write hooks for subversion in Windows"
5136,"<p>A researcher has created a small simulation in MATLAB, and we want to make it accessible to others. My plan is to take the simulation, clean up a few things, and turn it into a set of functions. Then, I plan to compile it into a C library and use SWIG to create a Python wrapper. At that point, I should be able to call the simulation from a small Django app. At least, I hope so.</p>

<p>Do I have the right plan? Has anyone else done something similar? Can you let me know if there are some serious pitfalls I'm not aware of at the moment?</p>",<python><c><web><library><matlab>,"Anyone have experience creating a shared library in MATLAB?"
5142,"<p>I created a view on a machine using the <em>substring</em> function from Firebird, and it worked.  When I copied the database to a different machine, the view was broken.  This is the way I used it:</p>

<pre><code>SELECT SUBSTRING(field FROM 5 FOR 15) FROM table;<br></code></pre>

<p>And this is the output on the machine that does not accept the function:</p>

<pre><code>token unknown:  FROM<br></code></pre>

<p>Both computers have this configuration:</p>

<ul>
<li><em>IB Expert</em> version 2.5.0.42 to run the queries and deal with the database.</li>
<li><em>Firebird</em> version 1.5 as server to database.</li>
<li><em>BDE Administration</em> version 5.01 installed, with <em>Interbase</em> 4.0 drivers.</li>
</ul>

<p>Any ideas about why it's behaving differently on these machines?</p>",<sql><firebird><interbase>,"Firebird's SQL's Substring function not working"
5170,"<p>I was wondering if there are any alternatives to Microsoft's SQL Server Management Studio?</p>

<p>Not there's anything wrong with SSMS, but sometimes it just seem too big an application where all I want todo is browse/edit tables and run queries.</p>
",<sql-server>,"SQL Server Management Studio Alternatives"
5179,"<p>ASP.Net server side controls postback to their own page.  This makes cases where you want to redirect a user to an external page, but need to Post to that page for some reason (for authentication, for instance) a pain.</p>

<p>An HttpWebRequest works great if you don't want to redirect, and Javascript is fine in some cases, but can get tricky if you really do need the server-side code to get the data together for the post.</p>

<p>So how do you both post to an external URL and redirect the user to the result from your ASP.Net codebehind code?</p>",<c#><asp.net><javascript><forms>,"How Do I Post and then redirect to an external URL from ASP.Net?"
5188,"<p>I have a web reference for our report server embedded in our application. The server that the reports live on could change though, and I'd like to be able to change it ""on the fly"" if necessary.</p>

<p>I know I've done this before, but can't seem to remember how. Thanks for your help.</p>

<p><strong>update</strong> - I've manually driven around this for the time being. It's not a big deal to set the URL in the code, but I'd like to figure out what the ""proper"" way of doing this in VS 2008 is. Could anyone provide any further insights? Thanks!</p>
",<asmx>,"How do you pull the URL for an ASP.NET web reference from a configuration file in Visual Studio 2008?"
5194,"<p>I am prototyping some C# 3 collection filters and came across this.
I have a collection of products:</p>

<pre><code>public class MyProduct
    {
        public string Name { get; set; }
        public Double Price { get; set; }
        public string Description { get; set; }
    }

    var MyProducts = new  List&lt;MyProduct&gt;
    {

        new  MyProduct
        {
            Name = ""Surfboard"",
            Price = 144.99,
            Description = ""Most important thing you will ever own.""
        },
        new MyProduct
        {
            Name = ""Leash"",
            Price = 29.28,
            Description = ""Keep important things close to you.""
        }
        ,
        new MyProduct
        {
            Name = ""Sun Screen"",
            Price = 15.88,
            Description = ""1000 SPF! Who Could ask for more?""
        }
    };
</code></pre>

<p>Now if I use LINQ to filter it works as expected:</p>

<pre><code>var d = (from mp in MyProducts
             where mp.Price &lt; 50d
             select mp);
</code></pre>

<p>And if I use the Where extension method combined with a Lambda the filter works as well:</p>

<pre><code>var f = MyProducts.Where(mp =&gt; mp.Price &lt; 50d).ToList();
</code></pre>

<p>Question: What is the difference, and why use one over the other?</p>",<c#><linq><.net-3.5><lambda>,"C# 3.0 Where extension method with lambda vs LINQtoObjects to filter in memory collections."
5196,"<p>I've been lucky enough to have been employed for a while now but face the prospect of a job search in the next month or so.</p>

<p>I know Monster and CareerBuilder are wasted cesspools for head-hunters, scammers and spammers, so where is a good place to spend time posting a resume and reading serious listings? </p>

<p>If it helps, I'm a not-quite-senior level dev looking for something product focused rather than consulting.</p>",<resources><jobs><job-boards>,"Developer Employment Resources"
5214,"<p>Without using a big framework whats a good standard starting layout for code being written in php?</p>

<p>update: Directory layout, code flow, etc.</p>",<php><layout><standards>,"Whats a good standard code layout for a php application"
5222,"<p>The title says it all. All I really want is the equivalent of PHP's $_POST[], and after searching the web for an hour, I'm still nowhere closer.</p>",<java><http><web><servlets>,"Accessing post variables using Java Servlets"
5223,"<p>If I have a javascript associative array say:</p>

<pre><code>var myArray = new Object();
myArray[""firstname""] = ""Gareth"";
myArray[""lastname""] = ""Simpson"";
myArray[""age""] = 21;
</code></pre>

<p>Is there a built in or accepted best practice way to get the length of this array?</p>

<p><strong>EDIT: JavaScript does not have associative arrays -- it only has objects.</strong></p>
",<javascript><arrays>,"Length of Javascript Associative Array"
5226,"<p>I am currently in the process of creating my own blog and I have got to marking up the comments, but what is the best way to mark it up?</p>

<p>The information I need to present is:</p>

<ol>
<li>Persons Name</li>
<li>Gravatar Icon</li>
<li>Comment Date</li>
<li>The Comment</li>
</ol>

<p>Any idea's would be much appriciated.</p>

<p><em>PS: I'm only interested in semantic html markup.</em></p>",<html>,"HTML Comments Markup"
5237,"<p>At work, we are often working on multiple branches of our product at one time. For example, right now, we have a maintenance branch, a branch with code just going to QA, and a branch for a new major initiative, that won't be merged for some time now.</p>

<p>Our web project is set up to use IIS, so every time we switch to a different branch, we have to go in to IIS Admin and change the path on the virtual directory, then reset IIS, and sometimes even restart Visual Studio, to avoid getting build errors.</p>

<p>Is there any way to simplify this, other than not having our web project set up as a virtual directory? I'm not sure we want to make that change at this point.  What do you do to make this easier, assuming you do this?</p>

<p>Corey</p>

<p>@RedWolves, virtual machines would definitely work, but I'm not sure it would be any simpler, especially for some of the other developers on my team, which is partly why I'm looking for more simplicity.</p>

<p>@Dan, we're not able to change source control providers, unfortunately.</p>

<p>@pix0r, that's something I'll try when I get back to work.  Thanks for the suggestion.</p>

<p>@Haacked, I'll have to give that a try too, but I think we have some issues with why that won't work (I can't remember exactly why right now; this application was originally written in .Net 1.1, pre-Cassini, and I can't remember if we tried it when we upgraded to 2.0 or not).</p>

<p>Thanks all for the responses so far.</p>",<asp.net><iis><virtual-directory>,"Solutions for working with multiple branches in ASP.Net"
5242,"<p>Although I'm specifically interested in web application information, I would also be somewhat curious about desktop application development as well. This question is driven by my work on my personal website as well as my job, where I have developed a few features, but left it to others to integrate into the look and feel of the site.</p>

<p>Are there any guides or rules of thumb for things like color schemes, layouts, formatting, etc? I want to ensure readability and clarity for visitors, but not be bland and dull at the same time.</p>

<p>As for my knowledge in this area - If you hand me a picture, I have enough knowledge to reproduce it on the screen, but if you ask me to design a new interface or redesign an existing one, I wouldn't know where to begin.</p>
",<gui><user-interface><usability>,"User Interfaces - Colors and Layout"
5251,"<p>Hey all, <br>
I've been trying to get pretty charts to work in GWT on our internal network. <br>
Playing around with <a href=""http://gwt-ext.com"" rel=""nofollow"">GWT-Ext</a>'s charts is nice, but it requires flash and is really messy to control (it seems buggy, in general). <br>
I'd like to hear about something that works with the least amount of dependencies and it also must work without a connection to the web (so, Google' charts API isn't a solution).</p>

<p><strong>Edit:</strong> Indeed, I would rather a library that is all client-side.</p>

<p>Thank you all!</p>",<google><gwt><charts>,"Stand alone charts in GWT"
5260,"<p>I have a situation where I want to add hours to a date and have the new date wrap around the work-day. I cobbled up a function to determine this new date, but want to make sure that I'm not forgetting anything.</p>

<p>The hours to be added is called ""delay"". It could easily be a parameter to the function instead.</p>

<p>Please post any suggestions. [VB.NET Warning]</p>

<pre><code>Private Function GetDateRequired() As Date
    ''// A decimal representation of the current hour
    Dim hours As Decimal = Decimal.Parse(Date.Now.Hour) + (Decimal.Parse(Date.Now.Minute) / 60.0) 

    Dim delay As Decimal = 3.0           ''// delay in hours
    Dim endOfDay As Decimal = 12.0 + 5.0 ''// end of day, in hours
    Dim startOfDay As Decimal = 8.0      ''// start of day, in hours

    Dim newHour As Integer
    Dim newMinute As Integer

    Dim dateRequired As Date = Now
    Dim delta As Decimal = hours + delay

    ''// Wrap around to the next day, if necessary
    If delta &gt; endOfDay Then
        delta = delta - endOfDay
        dateRequired = dateRequired.AddDays(1)

        newHour = Integer.Parse(Decimal.Truncate(delta))
        newMinute = Integer.Parse(Decimal.Truncate((delta - newHour) * 60))
        newHour = startOfDay + newHour
    Else
        newHour = Integer.Parse(Decimal.Truncate(delta))
        newMinute = Integer.Parse(Decimal.Truncate((delta - newHour) * 60))
    End If

    dateRequired = New Date(dateRequired.Year, dateRequired.Month, dateRequired.Day, newHour, newMinute, 0)

    Return dateRequired
End Sub
</code></pre>

<p><strong>Note</strong>: This will probably not work if delay is more than 9 hours long. It should never change from 3, through.</p>

<p>EDIT:
The goal is find the date and time that you get as a result of adding several hours to the current time. This is used to determine a default value for a due date of a submission. I want to add 3 hours to the current time to get the due date time. However, I don't want due dates that go beyond 5pm on the current day. So, I tried to have the hours split between (today, up to 5pm) and (tomorrow, from 8am on), such that adding 3 hours to 4pm would give you 19am, because 1 hour is added to the end of today and 2 hours are added to the beginning of tomorrow.</p>
",<vb.net><dates><work-hours>,"What is the best way to wrap time around the work day?"
5263,"<p>I have a self-referential Role table that represents a tree structure </p>

<pre><code>ID [INT] AUTO INCREMENT
Name [VARCHAR]
ParentID [INT]
</code></pre>

<p>I am using an ADO.NET DataTable and DataAdapter to load and save values to this table. This works if I only create children of existing rows. If I make a child row, then make a child of that child, then Update, the temporary ID value generated by the DataTable is going into the ParentID column. I have the following data relation set:</p>

<pre><code>dataset.Relations.Add(New DataRelation(""RoleToRole"",RoleTable.Columns(""ID""), RoleTable.Columns(""ParentID"")))
</code></pre>

<p>And when I make new child rows in the DataTable I call the SetParentRow method</p>

<pre><code>newRow.SetParentRow(parentRow)
</code></pre>

<p>Is there something special I have to do to get the ID generation to propagate recursively when I call Update on the DataAdapter?</p>",<.net><database><ado.net>,"How do you persist a tree structure to a database table with auto incrementing IDs using an ADO.NET DataSet and a DataAdapter"
5264,"<p>Out of the box, in MS Reporting Services, the image element does not allow for the centering of the image itself, when the dimensions are unknown at design time. In other words, the image (if smaller than the dimensions allotted on the design surface) will be anchored to the top left corner, not in the center.</p>

<p>My report will know the URL of the image at runtime, and I need to be able to center this image if it is smaller than the dimensions specified in my designer.</p>",<reporting-services>,"How can I dynamically center an image in a MS Reporting Services report?"
5269,"<p>In C#, (and feel free to answer for other languages), what order does the runtime evaluate a logic statement?</p>

<p>Example:</p>

<pre><code>DataTable myDt = new DataTable();
if (myDt != null &amp;&amp; myDt.Rows.Count &gt; 0)
{
    //do some stuff with myDt
}
</code></pre>

<p>Which statement does the runtime evaluate first - </p>

<pre><code>myDt != null
</code></pre>

<p>or:</p>

<pre><code>myDt.Rows.Count &gt; 0
</code></pre>

<p>?</p>

<p>Is there a time when the compiler would ever evaluate the statement backwards? Perhaps when an ""OR"" operator is involved?</p>",<c#><language-agnostic><compiler><logic>,"C# logic order and compiler behavior"
5307,"<p>All the articles I've found via google are either obsolete or contradict one another, what's the easiest way to print a form or, say, a richtextbox in c#? I think it's using the PrintDiaglog class by setting the Document, but how does this get converted?</p>",<c#><winforms>,"Print a Winform/visual element"
5313,"<p>I learned Swing back in the day but now I've moved to Python and want to make some apps with GUIs. I haven't had the time to learn a new GUI API so I've been using Jython, but I would prefer to use CPython. </p>

<p>It would be great if I can have one simple markup that allows me to switch GUI libraries. It would be even better if I can use the same markup language across languages so I can quickly make GUIs for any language I'm using. Does anyone know of such a markup/library?</p>

<p>I've seen markups like Glade and wxWidget's markup (I forget the name). They're partly what I'm looking for (making a GUI without coding it in a language) but they're intertwined with a specific library. And neither are really nice looking or friendly to human editting.</p>",<python><gui><markup>,"Cross Platform, Language Agnostic GUI Markup Language?"
5323,"<p>It seems like every time I try to create a pure CSS layout it takes me much longer than if I'd use a table or two. Getting three columns to be of equal lengths with different amount of data in them seems to require particular fancy hacks, especially when dealing with cross-browser issues.</p>

<p>So, my question is this: who are these few tables going to hurt? Tables seem to work particularly good on tabular data - why are they so reviled in this day and age? Google.com has a table its source code, so do many other sites (stackoverflow does not by the way).</p>",<css>,"Is there a business reason for striving for pure CSS layout?"
5326,"<p>Does anybody have some good templates (or links to) that they use for software lifecycle documents (feasibility, concept, requirements, architecture)? </p>

<p>I've taken some old ones I've had from school and slimmed them down a bit since none of the current projects that I work on are to that scale, but they always feel somewhat clugey. Sadly enough there isn't any kind of lifecycle support here at my current job, so I don't have anything here to base mine on.</p>",<documentation><software-engineering><software-lifecycle>,"Templates for lifecycle documentation"
5328,"<p>So, in Java, the first line of your constructor HAS to be a call to super... be it implicitly calling super(), or explicitly calling another constructor.  What I want to know is, why can't I put a try block around that?</p>

<p>My specific case is that I have a mock class for a test.  There is no default constructor, but I want one to make the tests simpler to read.  I also want to wrap the exceptions thrown from the constructor into a RuntimeException.</p>

<p>So, what I want to do is effectively this:</p>

<pre><code>public class MyClassMock extends MyClass {
    public MyClassMock() {
        try {
            super(0);
        } catch (Exception e) {
            throw new RuntimeException(e);
        }
    }

    // Mocked methods
}
</code></pre>

<p>But Java complains that super isn't the first statement.</p>

<p>My workaround:</p>

<pre><code>public class MyClassMock extends MyClass {
    public static MyClassMock construct() {
        try {
            return new MyClassMock();
        } catch (Exception e) {
            throw new RuntimeException(e);
        }
    }

    public MyClassMock() throws Exception {
        super(0);
    }

    // Mocked methods
}
</code></pre>

<p>Is this the best workaround?  Why doesn't Java let me do the former?</p>",<java><exception><mocking>,"Why can't I use a try block around my super() call?"
5329,"<p>I'm currently evaluating the MSF for CMMI process template under TFS for use on my development team, and I'm having trouble understanding the need for separate bug and change request work item types.  I understand that it is beneficial to be able to differentiate between bugs (errors) and change requests (changing requirements) when generating reports.  In our current system, however, we only have a single type of change request and just use a field to indicate whether it is a bug, requirement change, etc (this field can be used to build report queries).  What are the benefits of having a separate workflow for bugs?  I'm also confused by the fact that developers can submit work against a bug <strong>or</strong> a change request -- I thought the intended workflow was for bugs to generate change requests which are what the developer references when making changes.</p>",<tfs><workflow><lifecycle><cmmi><msf>,"What is the difference between a bug and a change request in MSF for CMMI?"
5349,"<p>Why is there a hardcoded chunk limit (.5 meg after compression) in memcached? Has anyone recompiled theirs to up it? I know I should not be sending big chunks like that around, but these extra heavy chunks happen for me from time to time and wreak havoc.</p>",<membership>,"Memcached chunk limit"
5374,"<p>I would have thought this would be an easy one to Google, but I've been unsucessful.</p>

<p>I want to assign a variable the value out of an attribute (easy so far) then use that variable to select another node based on the value of that attribute.</p>

<p>ex:</p>

<pre><code>&lt;xsl:variable name=""myId"" select=""@id"" /&gt;<br>&lt;xsl value-of select=""//Root/Some/Other/Path/Where[@id='{@myId}']/@Name /&gt;<br></code></pre>

<p>That does not work.  If I replace the {@myId} with the value that is in the variable then it does find the right node, but doign it this way produces nothing.  I'm sure I'm missing something, or perhaps there is a different way to do it.</p>

<p>The context is that there is related data under different top-level nodes that share the same id value so I need to get the related nodes in my template.</p>",<xslt>,"How do you use a variable in xsl when trying to select a node?"
5396,"<P>First of all, congrats to Jeff, Joel and the guys for getting this thing up and running!</P>
<P>OK, I've been developing a site using ASP.NET MVC, and have decided to use the new SQL Server 2008 FILESTREAM facility to store files 'within' the database rather than as separate entities. While initially working within VS2008 (using a trusted connection to the database), everything was fine and dandy. Issues arose, however, when I shifted the site to IIS7 and changed over to SQL authentication on the database.</P>
<P>It seems that streaming a FILESTREAM doesn't work with SQL authentication, only with Windows authentication. Given this, what is the best practice to follow?</P>
<OL>
<LI>Is there a way to force this wort of thing to work under SQL authentication?</LI>
<LI>Should I add NETWORK SERVICE as a database user and then use Trusted authentication?</LI>
<LI>Should I create another user, and run both the IIS site and the database connection under this?</LI>
<LI>Any other suggestions?</LI></OL>
<P>Thanks in advance.</P>",<sql-server><iis>,"SQL Server 2008 FileStream on a Web Server"
